USC00461393,"CANAAN VALLEY, WV US",8/4/1963,,,,,1.07,0,0,77,62,70,
USC00461393,"CANAAN VALLEY, WV US",8/5/1963,,,,,0,0,0,72,48,63,
USC00461393,"CANAAN VALLEY, WV US",8/6/1963,,,,,0,0,0,75,40,71,
USC00461393,"CANAAN VALLEY, WV US",8/7/1963,,,,,0.42,0,0,72,55,64,
USC00461393,"CANAAN VALLEY, WV US",8/8/1963,,,,,0.03,0,0,75,51,70,
USC00461393,"CANAAN VALLEY, WV US",8/9/1963,,,,,0,0,0,75,50,71,
USC00461393,"CANAAN VALLEY, WV US",8/10/1963,,,,,0,0,0,75,56,70,
USC00461393,"CANAAN VALLEY, WV US",8/11/1963,,,,,0,0,0,72,45,68,
USC00461393,"CANAAN VALLEY, WV US",8/12/1963,,,,,0,0,0,76,40,70,
USC00461393,"CANAAN VALLEY, WV US",8/13/1963,,,,,0.52,0,0,70,55,66,
USC00461393,"CANAAN VALLEY, WV US",8/14/1963,,,,,0.12,0,0,66,49,56,
USC00461393,"CANAAN VALLEY, WV US",8/15/1963,,,,,0,0,0,72,32,62,
USC00461393,"CANAAN VALLEY, WV US",8/16/1963,,,,,0,0,0,72,38,70,
USC00461393,"CANAAN VALLEY, WV US",8/17/1963,,,,,0,0,0,78,48,70,
USC00461393,"CANAAN VALLEY, WV US",8/18/1963,,,,,0,0,0,68,51,65,
USC00461393,"CANAAN VALLEY, WV US",8/19/1963,,,,,0.04,0,0,75,45,68,
USC00461393,"CANAAN VALLEY, WV US",8/20/1963,,,,,0.47,0,0,74,56,70,
USC00461393,"CANAAN VALLEY, WV US",8/21/1963,,,,,0,0,0,77,54,67,
USC00461393,"CANAAN VALLEY, WV US",8/22/1963,,,,,0.1,0,0,73,50,70,
USC00461393,"CANAAN VALLEY, WV US",8/23/1963,,,,,0.02,0,0,73,45,70,
USC00461393,"CANAAN VALLEY, WV US",8/24/1963,,,,,0.05,0,0,73,50,65,
USC00461393,"CANAAN VALLEY, WV US",8/25/1963,,,,,0.34,0,0,67,50,60,
USC00461393,"CANAAN VALLEY, WV US",8/26/1963,,,,,0,0,0,71,50,65,
USC00461393,"CANAAN VALLEY, WV US",8/27/1963,,,,,0,0,0,72,42,65,
USC00461393,"CANAAN VALLEY, WV US",8/28/1963,,,,,0,0,0,75,45,70,
USC00461393,"CANAAN VALLEY, WV US",8/29/1963,,,,,0.47,0,0,70,56,66,
USC00461393,"CANAAN VALLEY, WV US",8/30/1963,,,,,0,0,0,71,55,65,
USC00461393,"CANAAN VALLEY, WV US",8/31/1963,,,,,0.45,0,0,67,50,60,
USC00461393,"CANAAN VALLEY, WV US",9/1/1963,,,,,0,0,0,66,40,61,
USC00461393,"CANAAN VALLEY, WV US",9/2/1963,,,,,0,0,0,74,35,70,
USC00461393,"CANAAN VALLEY, WV US",9/3/1963,,,,,0.13,0,0,78,50,70,
USC00461393,"CANAAN VALLEY, WV US",9/4/1963,,,,,0.86,0,0,72,60,65,
USC00461393,"CANAAN VALLEY, WV US",9/5/1963,,,,,0.4,0,0,65,53,55,
USC00461393,"CANAAN VALLEY, WV US",9/6/1963,,,,,0.34,0,0,72,50,61,
USC00461393,"CANAAN VALLEY, WV US",9/7/1963,,,,,0,0,0,72,44,67,
USC00461393,"CANAAN VALLEY, WV US",9/8/1963,,,,,0,0,0,73,43,68,
USC00461393,"CANAAN VALLEY, WV US",9/9/1963,,,,,0,0,0,71,43,69,
USC00461393,"CANAAN VALLEY, WV US",9/10/1963,,,,,0,0,0,71,41,65,
USC00461393,"CANAAN VALLEY, WV US",9/11/1963,,,,,0,0,0,74,45,72,
USC00461393,"CANAAN VALLEY, WV US",9/12/1963,,,,,0.09,0,0,76,56,70,
USC00461393,"CANAAN VALLEY, WV US",9/13/1963,,,,,0.43,0,0,73,53,54,
USC00461393,"CANAAN VALLEY, WV US",9/14/1963,,,,,0,0,0,55,40,53,
USC00461393,"CANAAN VALLEY, WV US",9/15/1963,,,,,0,0,0,62,37,58,
USC00461393,"CANAAN VALLEY, WV US",9/16/1963,,,,,0,0,0,67,40,65,
USC00461393,"CANAAN VALLEY, WV US",9/17/1963,,,,,0,0,0,72,34,67,
USC00461393,"CANAAN VALLEY, WV US",9/18/1963,,,,,0,0,0,72,36,67,
USC00461393,"CANAAN VALLEY, WV US",9/19/1963,,,,,0,0,0,70,35,67,
USC00461393,"CANAAN VALLEY, WV US",9/20/1963,,,,,0,0,0,72,39,72,
USC00461393,"CANAAN VALLEY, WV US",9/21/1963,,,,,0.03,0,0,72,51,56,
USC00461393,"CANAAN VALLEY, WV US",9/22/1963,,,,,0.08,0,0,56,30,49,
USC00461393,"CANAAN VALLEY, WV US",9/23/1963,,,,,0,0,0,57,21,52,
USC00461393,"CANAAN VALLEY, WV US",9/24/1963,,,,,0,0,0,58,30,52,
USC00461393,"CANAAN VALLEY, WV US",9/25/1963,,,,,0,0,0,67,23,59,
USC00461393,"CANAAN VALLEY, WV US",9/26/1963,,,,,0,0,0,66,29,55,
USC00461393,"CANAAN VALLEY, WV US",9/27/1963,,,,,0,0,0,72,28,58,
USC00461393,"CANAAN VALLEY, WV US",9/28/1963,,,,,0,0,0,72,43,60,
USC00461393,"CANAAN VALLEY, WV US",9/29/1963,,,,,0.74,0,0,62,49,59,
USC00461393,"CANAAN VALLEY, WV US",9/30/1963,,,,,0.06,0,0,63,33,48,
USC00461393,"CANAAN VALLEY, WV US",10/1/1963,,,,,0,0,0,66,25,60,
USC00461393,"CANAAN VALLEY, WV US",10/2/1963,,,,,0,0,0,72,30,62,
USC00461393,"CANAAN VALLEY, WV US",10/3/1963,,,,,0.06,0,0,62,52,58,
USC00461393,"CANAAN VALLEY, WV US",10/4/1963,,,,,0,0,0,62,40,54,
USC00461393,"CANAAN VALLEY, WV US",10/5/1963,,,,,0,0,0,75,21,67,
USC00461393,"CANAAN VALLEY, WV US",10/6/1963,,,,,0,0,0,71,36,58,
USC00461393,"CANAAN VALLEY, WV US",10/7/1963,,,,,0,0,0,76,30,72,
USC00461393,"CANAAN VALLEY, WV US",10/8/1963,,,,,0,0,0,72,33,52,
USC00461393,"CANAAN VALLEY, WV US",10/9/1963,,,,,0,0,0,63,24,52,
USC00461393,"CANAAN VALLEY, WV US",10/10/1963,,,,,0,0,0,65,25,57,
USC00461393,"CANAAN VALLEY, WV US",10/11/1963,,,,,0,0,0,71,26,65,
USC00461393,"CANAAN VALLEY, WV US",10/12/1963,,,,,0,0,0,63,33,53,
USC00461393,"CANAAN VALLEY, WV US",10/13/1963,,,,,0,0,0,72,21,62,
USC00461393,"CANAAN VALLEY, WV US",10/14/1963,,,,,0,0,0,72,21,60,
USC00461393,"CANAAN VALLEY, WV US",10/15/1963,,,,,0,0,0,72,21,60,
USC00461393,"CANAAN VALLEY, WV US",10/16/1963,,,,,0,0,0,72,25,62,
USC00461393,"CANAAN VALLEY, WV US",10/17/1963,,,,,0,0,0,72,26,66,
USC00461393,"CANAAN VALLEY, WV US",10/18/1963,,,,,0,0,0,72,30,65,
USC00461393,"CANAAN VALLEY, WV US",10/19/1963,,,,,0,0,0,75,33,66,
USC00461393,"CANAAN VALLEY, WV US",10/20/1963,,,,,0,0,0,73,33,65,
USC00461393,"CANAAN VALLEY, WV US",10/21/1963,,,,,0,0,0,68,30,60,
USC00461393,"CANAAN VALLEY, WV US",10/22/1963,,,,,0,0,0,63,36,56,
USC00461393,"CANAAN VALLEY, WV US",10/23/1963,,,,,0,0,0,62,38,53,
USC00461393,"CANAAN VALLEY, WV US",10/24/1963,,,,,0,0,0,72,37,65,
USC00461393,"CANAAN VALLEY, WV US",10/25/1963,,,,,0,0,0,75,35,63,
USC00461393,"CANAAN VALLEY, WV US",10/26/1963,,,,,0,0,0,72,36,63,
USC00461393,"CANAAN VALLEY, WV US",10/27/1963,,,,,0.02,0,0,65,35,59,
USC00461393,"CANAAN VALLEY, WV US",10/28/1963,,,,,0.12,0,0,62,47,50,
USC00461393,"CANAAN VALLEY, WV US",10/29/1963,,,,,0.19,2,0,52,32,35,
USC00461393,"CANAAN VALLEY, WV US",10/30/1963,,,,,0,0,0,42,27,37,
USC00461393,"CANAAN VALLEY, WV US",10/31/1963,,,,,0,0,0,53,27,50,
USC00461393,"CANAAN VALLEY, WV US",11/1/1963,,,,,0.27,0,0,50,35,35,
USC00461393,"CANAAN VALLEY, WV US",11/2/1963,,,,,0.55,4,4,35,25,26,
USC00461393,"CANAAN VALLEY, WV US",11/3/1963,,,,,0,0,0,34,25,32,
USC00461393,"CANAAN VALLEY, WV US",11/4/1963,,,,,0,0,0,52,18,44,
USC00461393,"CANAAN VALLEY, WV US",11/5/1963,,,,,0,0,0,53,36,46,
USC00461393,"CANAAN VALLEY, WV US",11/6/1963,,,,,0.44,0,0,50,44,45,
USC00461393,"CANAAN VALLEY, WV US",11/7/1963,,,,,1.9,0,0,45,42,42,
USC00461393,"CANAAN VALLEY, WV US",11/8/1963,,,,,0.47,0,0,42,37,37,
USC00461393,"CANAAN VALLEY, WV US",11/9/1963,,,,,0.08,0,0,52,36,45,
USC00461393,"CANAAN VALLEY, WV US",11/10/1963,,,,,0,0,0,62,25,52,
USC00461393,"CANAAN VALLEY, WV US",11/11/1963,,,,,0.04,0,0,52,33,40,
USC00461393,"CANAAN VALLEY, WV US",11/12/1963,,,,,0.02,0,0,42,28,32,
USC00461393,"CANAAN VALLEY, WV US",11/13/1963,,,,,0,0,0,32,23,26,
USC00461393,"CANAAN VALLEY, WV US",11/14/1963,,,,,0.03,0,0,26,21,26,
USC00461393,"CANAAN VALLEY, WV US",11/15/1963,,,,,0,0,0,35,27,32,
USC00461393,"CANAAN VALLEY, WV US",11/16/1963,,,,,0,0,0,52,30,45,
USC00461393,"CANAAN VALLEY, WV US",11/17/1963,,,,,0,0,0,64,43,57,
USC00461393,"CANAAN VALLEY, WV US",11/18/1963,,,,,0.12,0,0,60,39,42,
USC00461393,"CANAAN VALLEY, WV US",11/19/1963,,,,,0,0,0,55,39,47,
USC00461393,"CANAAN VALLEY, WV US",11/20/1963,,,,,0,0,0,55,21,45,
USC00461393,"CANAAN VALLEY, WV US",11/21/1963,,,,,0.03,0,0,57,42,52,
USC00461393,"CANAAN VALLEY, WV US",11/22/1963,,,,,0,0,0,62,36,55,
USC00461393,"CANAAN VALLEY, WV US",11/23/1963,,,,,0.4,0,0,55,42,42,
USC00461393,"CANAAN VALLEY, WV US",11/24/1963,,,,,0,0,0,42,23,28,
USC00461393,"CANAAN VALLEY, WV US",11/25/1963,,,,,0,0,0,45,15,37,
USC00461393,"CANAAN VALLEY, WV US",11/26/1963,,,,,0,0,0,42,28,40,
USC00461393,"CANAAN VALLEY, WV US",11/27/1963,,,,,0,0,0,47,38,40,
USC00461393,"CANAAN VALLEY, WV US",11/28/1963,,,,,0,0,0,56,20,50,
USC00461393,"CANAAN VALLEY, WV US",11/29/1963,,,,,1.07,4,2,50,24,24,
USC00461393,"CANAAN VALLEY, WV US",11/30/1963,,,,,0.52,6,8,24,16,18,
USC00461393,"CANAAN VALLEY, WV US",12/1/1963,,,,,0.15,2,8,24,19,19,
USC00461393,"CANAAN VALLEY, WV US",12/2/1963,,,,,0.07,1,9,34,7,29,
USC00461393,"CANAAN VALLEY, WV US",12/3/1963,,,,,0.32,3,12,29,20,20,
USC00461393,"CANAAN VALLEY, WV US",12/4/1963,,,,,0,0,10,30,10,22,
USC00461393,"CANAAN VALLEY, WV US",12/5/1963,,,,,0,0,10,29,22,24,
USC00461393,"CANAAN VALLEY, WV US",12/6/1963,,,,,0,0,8,30,10,28,
USC00461393,"CANAAN VALLEY, WV US",12/7/1963,,,,,0,0,3,44,18,42,
USC00461393,"CANAAN VALLEY, WV US",12/8/1963,,,,,0,0,3,42,22,26,
USC00461393,"CANAAN VALLEY, WV US",12/9/1963,,,,,0.42,4,7,26,16,16,
USC00461393,"CANAAN VALLEY, WV US",12/10/1963,,,,,0.32,2,9,18,16,18,
USC00461393,"CANAAN VALLEY, WV US",12/11/1963,,,,,0,0,9,28,16,26,
USC00461393,"CANAAN VALLEY, WV US",12/12/1963,,,,,0,0,8,36,23,29,
USC00461393,"CANAAN VALLEY, WV US",12/13/1963,,,,,0,0,8,32,25,30,
USC00461393,"CANAAN VALLEY, WV US",12/14/1963,,,,,0.1,1,9,30,6,6,
USC00461393,"CANAAN VALLEY, WV US",12/15/1963,,,,,0.12,1,10,6,-1,6,
USC00461393,"CANAAN VALLEY, WV US",12/16/1963,,,,,0,0,10,10,4,7,
USC00461393,"CANAAN VALLEY, WV US",12/17/1963,,,,,0,0,10,17,5,12,
USC00461393,"CANAAN VALLEY, WV US",12/18/1963,,,,,0.47,6,16,20,7,7,
USC00461393,"CANAAN VALLEY, WV US",12/19/1963,,,,,0.34,4,20,9,1,1,
USC00461393,"CANAAN VALLEY, WV US",12/20/1963,,,,,0,0,20,7,-5,2,
USC00461393,"CANAAN VALLEY, WV US",12/21/1963,,,,,0,0,20,11,-2,6,
USC00461393,"CANAAN VALLEY, WV US",12/22/1963,,,,,0,0,20,20,-14,17,
USC00461393,"CANAAN VALLEY, WV US",12/23/1963,,,,,0.97,10,30,25,3,25,
USC00461393,"CANAAN VALLEY, WV US",12/24/1963,,,,,0,0,28,26,16,21,
USC00461393,"CANAAN VALLEY, WV US",12/25/1963,,,,,0,0,28,25,16,21,
USC00461393,"CANAAN VALLEY, WV US",12/26/1963,,,,,0,0,20,46,18,40,
USC00461393,"CANAAN VALLEY, WV US",12/27/1963,,,,,0,0,18,40,24,24,
USC00461393,"CANAAN VALLEY, WV US",12/28/1963,,,,,0,0,18,26,12,15,
USC00461393,"CANAAN VALLEY, WV US",12/29/1963,,,,,0,0,18,21,8,18,
USC00461393,"CANAAN VALLEY, WV US",12/30/1963,,,,,0,0,18,18,-1,10,
USC00461393,"CANAAN VALLEY, WV US",12/31/1963,,,,,0,0,18,27,-10,19,
USC00461393,"CANAAN VALLEY, WV US",1/1/1964,,,,,0.61,3,21,31,17,30,
USC00461393,"CANAAN VALLEY, WV US",1/2/1964,,,,,0.16,1,22,36,17,33,
USC00461393,"CANAAN VALLEY, WV US",1/3/1964,,,,,0,0,15,49,33,44,
USC00461393,"CANAAN VALLEY, WV US",1/4/1964,,,,,0,0,12,48,25,28,
USC00461393,"CANAAN VALLEY, WV US",1/5/1964,,,,,0,0,10,35,23,34,
USC00461393,"CANAAN VALLEY, WV US",1/6/1964,,,,,0.4,0,6,42,16,37,
USC00461393,"CANAAN VALLEY, WV US",1/7/1964,,,,,0.45,0,6,39,29,29,
USC00461393,"CANAAN VALLEY, WV US",1/8/1964,,,,,0,0,5,40,11,34,
USC00461393,"CANAAN VALLEY, WV US",1/9/1964,,,,,0.54,0,2,52,32,42,
USC00461393,"CANAAN VALLEY, WV US",1/10/1964,,,,,0.4,2,3,42,8,12,
USC00461393,"CANAAN VALLEY, WV US",1/11/1964,,,,,0,0,3,34,1,28,
USC00461393,"CANAAN VALLEY, WV US",1/12/1964,,,,,0.31,4,7,28,7,7,
USC00461393,"CANAAN VALLEY, WV US",1/13/1964,,,,,0.76,10,17,12,3,7,
USC00461393,"CANAAN VALLEY, WV US",1/14/1964,,,,,0.16,2,19,8,-4,5,
USC00461393,"CANAAN VALLEY, WV US",1/15/1964,,,,,0,0,19,20,-13,20,
USC00461393,"CANAAN VALLEY, WV US",1/16/1964,,,,,0,0,19,27,16,25,
USC00461393,"CANAAN VALLEY, WV US",1/17/1964,,,,,0,0,17,35,17,29,
USC00461393,"CANAAN VALLEY, WV US",1/18/1964,,,,,0,0,16,37,19,34,
USC00461393,"CANAAN VALLEY, WV US",1/19/1964,,,,,0,0,12,47,9,42,
USC00461393,"CANAAN VALLEY, WV US",1/20/1964,,,,,0.28,1,10,43,27,27,
USC00461393,"CANAAN VALLEY, WV US",1/21/1964,,,,,0.6,4,12,42,24,42,
USC00461393,"CANAAN VALLEY, WV US",1/22/1964,,,,,0,0,8,50,32,46,
USC00461393,"CANAAN VALLEY, WV US",1/23/1964,,,,,0,0,4,55,27,50,
USC00461393,"CANAAN VALLEY, WV US",1/24/1964,,,,,0,0,2,52,24,47,
USC00461393,"CANAAN VALLEY, WV US",1/25/1964,,,,,0.15,0,0,50,30,30,
USC00461393,"CANAAN VALLEY, WV US",1/26/1964,,,,,0,0,0,34,30,30,
USC00461393,"CANAAN VALLEY, WV US",1/27/1964,,,,,0,0,0,42,24,39,
USC00461393,"CANAAN VALLEY, WV US",1/28/1964,,,,,0.06,1,1,40,7,10,
USC00461393,"CANAAN VALLEY, WV US",1/29/1964,,,,,0.05,1,7,33,-5,30,
USC00461393,"CANAAN VALLEY, WV US",1/30/1964,,,,,0,0,0,34,22,30,
USC00461393,"CANAAN VALLEY, WV US",1/31/1964,,,,,0,0,0,40,10,37,
USC00461393,"CANAAN VALLEY, WV US",2/1/1964,,,,,0.32,2,0,42,30,30,
USC00461393,"CANAAN VALLEY, WV US",2/2/1964,,,,,0.17,2,0,32,23,24,
USC00461393,"CANAAN VALLEY, WV US",2/3/1964,,,,,0.1,1,0,30,0,25,
USC00461393,"CANAAN VALLEY, WV US",2/4/1964,,,,,0,0,0,34,-1,29,
USC00461393,"CANAAN VALLEY, WV US",2/5/1964,,,,,0,0,0,43,23,42,
USC00461393,"CANAAN VALLEY, WV US",2/6/1964,,,,,0.3,3,2,42,30,30,
USC00461393,"CANAAN VALLEY, WV US",2/7/1964,,,,,0.21,2,3,33,27,27,
USC00461393,"CANAAN VALLEY, WV US",2/8/1964,,,,,0.39,3,6,28,10,17,
USC00461393,"CANAAN VALLEY, WV US",2/9/1964,,,,,0.06,1,7,32,15,28,
USC00461393,"CANAAN VALLEY, WV US",2/10/1964,,,,,0.34,3,10,28,22,25,
USC00461393,"CANAAN VALLEY, WV US",2/11/1964,,,,,0.42,5,15,25,14,22,
USC00461393,"CANAAN VALLEY, WV US",2/12/1964,,,,,0,0,15,31,-19,29,
USC00461393,"CANAAN VALLEY, WV US",2/13/1964,,,,,0.11,1,16,35,15,31,
USC00461393,"CANAAN VALLEY, WV US",2/14/1964,,,,,0.18,2,18,31,20,25,
USC00461393,"CANAAN VALLEY, WV US",2/15/1964,,,,,0,0,18,36,-10,32,
USC00461393,"CANAAN VALLEY, WV US",2/16/1964,,,,,0.76,6,24,37,21,21,
USC00461393,"CANAAN VALLEY, WV US",2/17/1964,,,,,0,0,22,40,10,36,
USC00461393,"CANAAN VALLEY, WV US",2/18/1964,,,,,0.17,1,23,36,15,26,
USC00461393,"CANAAN VALLEY, WV US",2/19/1964,,,,,0.98,11,34,29,23,23,
USC00461393,"CANAAN VALLEY, WV US",2/20/1964,,,,,0.31,4,38,25,17,19,
USC00461393,"CANAAN VALLEY, WV US",2/21/1964,,,,,0.19,3,41,19,12,17,
USC00461393,"CANAAN VALLEY, WV US",2/22/1964,,,,,0.11,2,43,19,9,12,
USC00461393,"CANAAN VALLEY, WV US",2/23/1964,,,,,0,0,40,22,6,20,
USC00461393,"CANAAN VALLEY, WV US",2/24/1964,,,,,0.1,1,41,25,10,19,
USC00461393,"CANAAN VALLEY, WV US",2/25/1964,,,,,0,0,38,38,-2,32,
USC00461393,"CANAAN VALLEY, WV US",2/26/1964,,,,,0.14,1,38,35,23,24,
USC00461393,"CANAAN VALLEY, WV US",2/27/1964,,,,,0.12,2,38,26,10,22,
USC00461393,"CANAAN VALLEY, WV US",2/28/1964,,,,,0.36,5,43,27,9,19,
USC00461393,"CANAAN VALLEY, WV US",2/29/1964,,,,,0.15,2,40,30,16,29,
USC00461393,"CANAAN VALLEY, WV US",3/1/1964,,,,,0,0,38,40,15,40,
USC00461393,"CANAAN VALLEY, WV US",3/2/1964,,,,,0,0,30,48,38,42,
USC00461393,"CANAAN VALLEY, WV US",3/3/1964,,,,,0.3,0,20,45,35,40,
USC00461393,"CANAAN VALLEY, WV US",3/4/1964,,,,,0.11,0,12,52,29,50,
USC00461393,"CANAAN VALLEY, WV US",3/5/1964,,,,,0,0,10,57,37,37,
USC00461393,"CANAAN VALLEY, WV US",3/6/1964,,,,,0,0,0,45,23,45,
USC00461393,"CANAAN VALLEY, WV US",3/7/1964,,,,,0,0,0,55,35,52,
USC00461393,"CANAAN VALLEY, WV US",3/8/1964,,,,,0.37,0,0,54,27,45,
USC00461393,"CANAAN VALLEY, WV US",3/9/1964,,,,,0,0,0,65,43,61,
USC00461393,"CANAAN VALLEY, WV US",3/10/1964,,,,,0.89,0,0,61,23,23,
USC00461393,"CANAAN VALLEY, WV US",3/11/1964,,,,,0,0,0,32,20,30,
USC00461393,"CANAAN VALLEY, WV US",3/12/1964,,,,,0.32,3,3,35,22,28,
USC00461393,"CANAAN VALLEY, WV US",3/13/1964,,,,,0,0,0,47,18,45,
USC00461393,"CANAAN VALLEY, WV US",3/14/1964,,,,,0.68,0,0,46,33,46,
USC00461393,"CANAAN VALLEY, WV US",3/15/1964,,,,,0.2,0,0,48,29,35,
USC00461393,"CANAAN VALLEY, WV US",3/16/1964,,,,,0,0,0,47,27,45,
USC00461393,"CANAAN VALLEY, WV US",3/17/1964,,,,,0,0,0,45,33,41,
USC00461393,"CANAAN VALLEY, WV US",3/18/1964,,,,,0,0,0,41,6,22,
USC00461393,"CANAAN VALLEY, WV US",3/19/1964,,,,,0,0,0,38,14,34,
USC00461393,"CANAAN VALLEY, WV US",3/20/1964,,,,,0,0,0,37,26,33,
USC00461393,"CANAAN VALLEY, WV US",3/21/1964,,,,,0.36,0,0,36,31,31,
USC00461393,"CANAAN VALLEY, WV US",3/22/1964,,,,,0.1,1,0,32,28,30,
USC00461393,"CANAAN VALLEY, WV US",3/23/1964,,,,,0,0,0,51,14,46,
USC00461393,"CANAAN VALLEY, WV US",3/24/1964,,,,,0,0,0,60,28,53,
USC00461393,"CANAAN VALLEY, WV US",3/25/1964,,,,,0,0,0,63,33,57,
USC00461393,"CANAAN VALLEY, WV US",3/26/1964,,,,,0,0,0,57,26,26,
USC00461393,"CANAAN VALLEY, WV US",3/27/1964,,,,,0.06,1,0,40,18,37,
USC00461393,"CANAAN VALLEY, WV US",3/28/1964,,,,,0,0,0,55,25,50,
USC00461393,"CANAAN VALLEY, WV US",3/29/1964,,,,,0.28,3,0,50,20,26,
USC00461393,"CANAAN VALLEY, WV US",3/30/1964,,,,,0.48,5,5,31,8,16,
USC00461393,"CANAAN VALLEY, WV US",3/31/1964,,,,,0.22,2,5,28,10,25,
USC00461393,"CANAAN VALLEY, WV US",4/1/1964,,,,,0.14,2,4,32,13,30,
USC00461393,"CANAAN VALLEY, WV US",4/2/1964,,,,,0.46,0,0,46,12,42,
USC00461393,"CANAAN VALLEY, WV US",4/3/1964,,,,,0.55,0,0,52,33,33,
USC00461393,"CANAAN VALLEY, WV US",4/4/1964,,,,,0,0,0,42,12,42,
USC00461393,"CANAAN VALLEY, WV US",4/5/1964,,,,,0,0,0,52,20,48,
USC00461393,"CANAAN VALLEY, WV US",4/6/1964,,,,,0.4,0,0,58,40,54,
USC00461393,"CANAAN VALLEY, WV US",4/7/1964,,,,,0.06,0,0,70,45,65,
USC00461393,"CANAAN VALLEY, WV US",4/8/1964,,,,,0.42,0,0,65,32,32,
USC00461393,"CANAAN VALLEY, WV US",4/9/1964,,,,,0.07,1,0,41,22,37,
USC00461393,"CANAAN VALLEY, WV US",4/10/1964,,,,,0,0,0,52,27,42,
USC00461393,"CANAAN VALLEY, WV US",4/11/1964,,,,,0,0,0,62,25,60,
USC00461393,"CANAAN VALLEY, WV US",4/12/1964,,,,,0,0,0,64,39,56,
USC00461393,"CANAAN VALLEY, WV US",4/13/1964,,,,,0.02,0,0,56,48,55,
USC00461393,"CANAAN VALLEY, WV US",4/14/1964,,,,,0.58,0,0,65,50,58,
USC00461393,"CANAAN VALLEY, WV US",4/15/1964,,,,,0.03,0,0,58,37,48,
USC00461393,"CANAAN VALLEY, WV US",4/16/1964,,,,,0,0,0,57,22,54,
USC00461393,"CANAAN VALLEY, WV US",4/17/1964,,,,,0,0,0,75,42,71,
USC00461393,"CANAAN VALLEY, WV US",4/18/1964,,,,,0,0,0,74,45,60,
USC00461393,"CANAAN VALLEY, WV US",4/19/1964,,,,,0.62,0,0,62,50,57,
USC00461393,"CANAAN VALLEY, WV US",4/20/1964,,,,,0.43,0,0,72,50,67,
USC00461393,"CANAAN VALLEY, WV US",4/21/1964,,,,,0.32,0,0,76,50,57,
USC00461393,"CANAAN VALLEY, WV US",4/22/1964,,,,,0.1,0,0,68,48,59,
USC00461393,"CANAAN VALLEY, WV US",4/23/1964,,,,,0,0,0,67,43,61,
USC00461393,"CANAAN VALLEY, WV US",4/24/1964,,,,,0,0,0,63,38,57,
USC00461393,"CANAAN VALLEY, WV US",4/25/1964,,,,,0,0,0,61,26,56,
USC00461393,"CANAAN VALLEY, WV US",4/26/1964,,,,,0,0,0,57,29,53,
USC00461393,"CANAAN VALLEY, WV US",4/27/1964,,,,,0.25,0,0,55,45,50,
USC00461393,"CANAAN VALLEY, WV US",4/28/1964,,,,,0.16,0,0,72,45,59,
USC00461393,"CANAAN VALLEY, WV US",4/29/1964,,,,,0.84,0,0,62,45,45,
USC00461393,"CANAAN VALLEY, WV US",4/30/1964,,,,,0.14,0,0,62,40,47,
USC00461393,"CANAAN VALLEY, WV US",5/1/1964,,,,,0,0,0,62,32,45,
USC00461393,"CANAAN VALLEY, WV US",5/2/1964,,,,,0,0,0,51,39,47,
USC00461393,"CANAAN VALLEY, WV US",5/3/1964,,,,,0,0,0,58,35,55,
USC00461393,"CANAAN VALLEY, WV US",5/4/1964,,,,,0,0,0,72,32,66,
USC00461393,"CANAAN VALLEY, WV US",5/5/1964,,,,,0,0,0,72,35,67,
USC00461393,"CANAAN VALLEY, WV US",5/6/1964,,,,,0,0,0,71,45,69,
USC00461393,"CANAAN VALLEY, WV US",5/7/1964,,,,,0,0,0,75,45,70,
USC00461393,"CANAAN VALLEY, WV US",5/8/1964,,,,,0.07,0,0,77,50,69,
USC00461393,"CANAAN VALLEY, WV US",5/9/1964,,,,,0,0,0,72,62,67,
USC00461393,"CANAAN VALLEY, WV US",5/10/1964,,,,,0,0,0,70,52,62,
USC00461393,"CANAAN VALLEY, WV US",5/11/1964,,,,,0,0,0,72,37,63,
USC00461393,"CANAAN VALLEY, WV US",5/12/1964,,,,,0.26,0,0,74,48,68,
USC00461393,"CANAAN VALLEY, WV US",5/13/1964,,,,,0.21,0,0,70,50,61,
USC00461393,"CANAAN VALLEY, WV US",5/14/1964,,,,,0.22,0,0,61,42,42,
USC00461393,"CANAAN VALLEY, WV US",5/15/1964,,,,,0.06,0,0,66,39,62,
USC00461393,"CANAAN VALLEY, WV US",5/16/1964,,,,,0,0,0,73,29,70,
USC00461393,"CANAAN VALLEY, WV US",5/17/1964,,,,,0.21,0,0,72,51,65,
USC00461393,"CANAAN VALLEY, WV US",5/18/1964,,,,,0,0,0,72,34,67,
USC00461393,"CANAAN VALLEY, WV US",5/19/1964,,,,,0,0,0,78,40,76,
USC00461393,"CANAAN VALLEY, WV US",5/20/1964,,,,,0.61,0,0,75,53,64,
USC00461393,"CANAAN VALLEY, WV US",5/21/1964,,,,,0,0,0,75,33,65,
USC00461393,"CANAAN VALLEY, WV US",5/22/1964,,,,,0,0,0,77,43,75,
USC00461393,"CANAAN VALLEY, WV US",5/23/1964,,,,,0,0,0,78,42,72,
USC00461393,"CANAAN VALLEY, WV US",5/24/1964,,,,,0,0,0,77,50,72,
USC00461393,"CANAAN VALLEY, WV US",5/25/1964,,,,,0.2,0,0,72,50,60,
USC00461393,"CANAAN VALLEY, WV US",5/26/1964,,,,,0,0,0,77,29,70,
USC00461393,"CANAAN VALLEY, WV US",5/27/1964,,,,,0.02,0,0,72,58,65,
